Date;Heures;Type de réserve;Sens de l'ajustement;Quantité de la réserve (en MW);Prix des offres activées (en euros/MWh)
19/12/2016;14:00 - 14:30;Réserve secondaire;A la baisse;0;72,9
19/12/2016;14:00 - 14:30;Réserve rapide;A la hausse;10;72,4
19/12/2016;14:00 - 14:30;Réserve rapide;A la baisse;0;71,7
19/12/2016;14:00 - 14:30;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;14:00 - 14:30;Réserve complémentaire;A la baisse;0;72,9
19/12/2016;14:30 - 15:00;Réserve primaire;A la hausse;10;72,9
19/12/2016;14:30 - 15:00;Réserve primaire;A la baisse;33;72,9
19/12/2016;14:30 - 15:00;Réserve secondaire;A la hausse;200;72,9
19/12/2016;14:30 - 15:00;Réserve secondaire;A la baisse;0;72,9
19/12/2016;14:30 - 15:00;Réserve rapide;A la hausse;26;72,3
19/12/2016;14:30 - 15:00;Réserve rapide;A la baisse;0;71,7
19/12/2016;14:30 - 15:00;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;14:30 - 15:00;Réserve complémentaire;A la baisse;0;72,9
19/12/2016;15:00 - 15:30;Réserve primaire;A la hausse;3;73
19/12/2016;15:00 - 15:30;Réserve primaire;A la baisse;34;73
19/12/2016;15:00 - 15:30;Réserve secondaire;A la hausse;134;73
19/12/2016;15:00 - 15:30;Réserve secondaire;A la baisse;0;73
19/12/2016;15:00 - 15:30;Réserve rapide;A la hausse;34;82,7
19/12/2016;15:00 - 15:30;Réserve rapide;A la baisse;0;71,7
19/12/2016;15:00 - 15:30;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;15:00 - 15:30;Réserve complémentaire;A la baisse;0;73
19/12/2016;15:30 - 16:00;Réserve primaire;A la hausse;10;73
19/12/2016;15:30 - 16:00;Réserve primaire;A la baisse;20;73
19/12/2016;15:30 - 16:00;Réserve secondaire;A la hausse;6;73
19/12/2016;15:30 - 16:00;Réserve secondaire;A la baisse;18;73
19/12/2016;15:30 - 16:00;Réserve rapide;A la hausse;0;0
19/12/2016;15:30 - 16:00;Réserve rapide;A la baisse;0;71,7
19/12/2016;15:30 - 16:00;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;15:30 - 16:00;Réserve complémentaire;A la baisse;0;73
19/12/2016;16:00 - 16:30;Réserve primaire;A la hausse;5;69,2
19/12/2016;16:00 - 16:30;Réserve primaire;A la baisse;46;69,2
19/12/2016;16:00 - 16:30;Réserve secondaire;A la hausse;5;69,2
19/12/2016;16:00 - 16:30;Réserve secondaire;A la baisse;3;69,2
19/12/2016;16:00 - 16:30;Réserve rapide;A la hausse;0;0
19/12/2016;16:00 - 16:30;Réserve rapide;A la baisse;137;60,2
19/12/2016;16:00 - 16:30;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;16:00 - 16:30;Réserve complémentaire;A la baisse;0;60,2
19/12/2016;16:30 - 17:00;Réserve primaire;A la hausse;17;69,2
19/12/2016;16:30 - 17:00;Réserve primaire;A la baisse;24;69,2
19/12/2016;16:30 - 17:00;Réserve secondaire;A la hausse;1;69,2
19/12/2016;16:30 - 17:00;Réserve secondaire;A la baisse;70;69,2
19/12/2016;16:30 - 17:00;Réserve rapide;A la hausse;25;86,6
19/12/2016;16:30 - 17:00;Réserve rapide;A la baisse;0;71,7
19/12/2016;16:30 - 17:00;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;16:30 - 17:00;Réserve complémentaire;A la baisse;0;69,2
19/12/2016;17:00 - 17:30;Réserve primaire;A la hausse;1;79,6
19/12/2016;17:00 - 17:30;Réserve primaire;A la baisse;60;79,6
19/12/2016;17:00 - 17:30;Réserve secondaire;A la hausse;0;79,6
19/12/2016;17:00 - 17:30;Réserve secondaire;A la baisse;280;79,6
19/12/2016;17:00 - 17:30;Réserve rapide;A la hausse;0;0
19/12/2016;17:00 - 17:30;Réserve rapide;A la baisse;201;71,6
19/12/2016;17:00 - 17:30;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;17:00 - 17:30;Réserve complémentaire;A la baisse;0;69,2
19/12/2016;17:30 - 18:00;Réserve primaire;A la hausse;6;79,6
19/12/2016;17:30 - 18:00;Réserve primaire;A la baisse;35;79,6
19/12/2016;17:30 - 18:00;Réserve secondaire;A la hausse;22;79,6
19/12/2016;17:30 - 18:00;Réserve secondaire;A la baisse;104;79,6
19/12/2016;17:30 - 18:00;Réserve rapide;A la hausse;0;50
19/12/2016;17:30 - 18:00;Réserve rapide;A la baisse;661;66,7
19/12/2016;17:30 - 18:00;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;17:30 - 18:00;Réserve complémentaire;A la baisse;52;74
19/12/2016;18:00 - 18:30;Réserve primaire;A la hausse;14;84,3
19/12/2016;18:00 - 18:30;Réserve primaire;A la baisse;18;84,3
19/12/2016;18:00 - 18:30;Réserve secondaire;A la hausse;3;84,3
19/12/2016;18:00 - 18:30;Réserve secondaire;A la baisse;170;84,3
19/12/2016;18:00 - 18:30;Réserve rapide;A la hausse;0;50
19/12/2016;18:00 - 18:30;Réserve rapide;A la baisse;774;63,8
19/12/2016;18:00 - 18:30;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;18:00 - 18:30;Réserve complémentaire;A la baisse;95;74
19/12/2016;18:30 - 19:00;Réserve primaire;A la hausse;8;84,3
19/12/2016;18:30 - 19:00;Réserve primaire;A la baisse;28;84,3
19/12/2016;18:30 - 19:00;Réserve secondaire;A la hausse;1;84,3
19/12/2016;18:30 - 19:00;Réserve secondaire;A la baisse;167;84,3
19/12/2016;18:30 - 19:00;Réserve rapide;A la hausse;0;0
19/12/2016;18:30 - 19:00;Réserve rapide;A la baisse;831;64,3
19/12/2016;18:30 - 19:00;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;18:30 - 19:00;Réserve complémentaire;A la baisse;95;71,3
19/12/2016;19:00 - 19:30;Réserve primaire;A la hausse;25;85,1
19/12/2016;19:00 - 19:30;Réserve primaire;A la baisse;28;85,1
19/12/2016;19:00 - 19:30;Réserve secondaire;A la hausse;50;85,1
19/12/2016;19:00 - 19:30;Réserve secondaire;A la baisse;9;85,1
19/12/2016;19:00 - 19:30;Réserve rapide;A la hausse;0;0
19/12/2016;19:00 - 19:30;Réserve rapide;A la baisse;856;66,7
19/12/2016;19:00 - 19:30;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;19:00 - 19:30;Réserve complémentaire;A la baisse;95;72,5
19/12/2016;19:30 - 20:00;Réserve primaire;A la hausse;1;85,1
19/12/2016;19:30 - 20:00;Réserve primaire;A la baisse;58;85,1
19/12/2016;19:30 - 20:00;Réserve secondaire;A la hausse;0;85,1
19/12/2016;19:30 - 20:00;Réserve secondaire;A la baisse;298;85,1
19/12/2016;19:30 - 20:00;Réserve rapide;A la hausse;0;0
19/12/2016;19:30 - 20:00;Réserve rapide;A la baisse;660;65,3
19/12/2016;19:30 - 20:00;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;19:30 - 20:00;Réserve complémentaire;A la baisse;86;72,2
19/12/2016;20:00 - 20:30;Réserve primaire;A la hausse;49;72,3
19/12/2016;20:00 - 20:30;Réserve primaire;A la baisse;43;72,3
19/12/2016;20:00 - 20:30;Réserve secondaire;A la hausse;110;72,3
19/12/2016;20:00 - 20:30;Réserve secondaire;A la baisse;81;72,3
19/12/2016;20:00 - 20:30;Réserve rapide;A la hausse;65;84,8
19/12/2016;20:00 - 20:30;Réserve rapide;A la baisse;478;54
19/12/2016;20:00 - 20:30;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;20:00 - 20:30;Réserve complémentaire;A la baisse;350;48,5
19/12/2016;20:30 - 21:00;Réserve primaire;A la hausse;2;72,3
19/12/2016;20:30 - 21:00;Réserve primaire;A la baisse;72;72,3
19/12/2016;20:30 - 21:00;Réserve secondaire;A la hausse;0;72,3
19/12/2016;20:30 - 21:00;Réserve secondaire;A la baisse;210;72,3
19/12/2016;20:30 - 21:00;Réserve rapide;A la hausse;0;40
19/12/2016;20:30 - 21:00;Réserve rapide;A la baisse;448;51,5
19/12/2016;20:30 - 21:00;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;20:30 - 21:00;Réserve complémentaire;A la baisse;350;48,5
19/12/2016;21:00 - 21:30;Réserve primaire;A la hausse;58;69,4
19/12/2016;21:00 - 21:30;Réserve primaire;A la baisse;20;69,4
19/12/2016;21:00 - 21:30;Réserve secondaire;A la hausse;0;69,4
19/12/2016;21:00 - 21:30;Réserve secondaire;A la baisse;119;69,4
19/12/2016;21:00 - 21:30;Réserve rapide;A la hausse;0;40
19/12/2016;21:00 - 21:30;Réserve rapide;A la baisse;367;53,9
19/12/2016;21:00 - 21:30;Réserve complémentaire;A la hausse;0;69,1
19/12/2016;21:00 - 21:30;Réserve complémentaire;A la baisse;250;50
19/12/2016;21:30 - 22:00;Réserve primaire;A la hausse;8;69,4
19/12/2016;21:30 - 22:00;Réserve primaire;A la baisse;74;69,4
19/12/2016;21:30 - 22:00;Réserve secondaire;A la hausse;38;69,4
19/12/2016;21:30 - 22:00;Réserve secondaire;A la baisse;86;69,4
19/12/2016;21:30 - 22:00;Réserve rapide;A la hausse;0;40
19/12/2016;21:30 - 22:00;Réserve rapide;A la baisse;335;56,6
19/12/2016;21:30 - 22:00;Réserve complémentaire;A la hausse;0;69,1
19/12/2016;21:30 - 22:00;Réserve complémentaire;A la baisse;250;49,4
19/12/2016;22:00 - 22:30;Réserve primaire;A la hausse;44;67,9
19/12/2016;22:00 - 22:30;Réserve primaire;A la baisse;12;67,9
19/12/2016;22:00 - 22:30;Réserve secondaire;A la hausse;0;67,9
19/12/2016;22:00 - 22:30;Réserve secondaire;A la baisse;275;67,9
19/12/2016;22:00 - 22:30;Réserve rapide;A la hausse;0;40
19/12/2016;22:00 - 22:30;Réserve rapide;A la baisse;253;57,6
19/12/2016;22:00 - 22:30;Réserve complémentaire;A la hausse;0;69,1
19/12/2016;22:00 - 22:30;Réserve complémentaire;A la baisse;0;51,7
19/12/2016;22:30 - 23:00;Réserve primaire;A la hausse;11;67,9
19/12/2016;22:30 - 23:00;Réserve primaire;A la baisse;38;67,9
19/12/2016;22:30 - 23:00;Réserve secondaire;A la hausse;166;67,9
19/12/2016;22:30 - 23:00;Réserve secondaire;A la baisse;58;67,9
19/12/2016;22:30 - 23:00;Réserve rapide;A la hausse;0;40
19/12/2016;22:30 - 23:00;Réserve rapide;A la baisse;413;52,9
19/12/2016;22:30 - 23:00;Réserve complémentaire;A la hausse;0;69,1
19/12/2016;22:30 - 23:00;Réserve complémentaire;A la baisse;0;45,5
19/12/2016;23:00 - 23:30;Réserve primaire;A la hausse;41;66,2
19/12/2016;23:00 - 23:30;Réserve primaire;A la baisse;37;66,2
19/12/2016;23:00 - 23:30;Réserve secondaire;A la hausse;60;66,2
19/12/2016;23:00 - 23:30;Réserve secondaire;A la baisse;61;66,2
19/12/2016;23:00 - 23:30;Réserve rapide;A la hausse;0;40
19/12/2016;23:00 - 23:30;Réserve rapide;A la baisse;275;55,8
19/12/2016;23:00 - 23:30;Réserve complémentaire;A la hausse;0;69,1
19/12/2016;23:00 - 23:30;Réserve complémentaire;A la baisse;0;45,5
19/12/2016;23:30 - 00:00;Réserve primaire;A la hausse;8;66,2
19/12/2016;23:30 - 00:00;Réserve primaire;A la baisse;76;66,2
19/12/2016;23:30 - 00:00;Réserve secondaire;A la hausse;6;66,2
19/12/2016;23:30 - 00:00;Réserve secondaire;A la baisse;146;66,2
19/12/2016;23:30 - 00:00;Réserve rapide;A la hausse;0;40
19/12/2016;23:30 - 00:00;Réserve rapide;A la baisse;268;56,7
19/12/2016;23:30 - 00:00;Réserve complémentaire;A la hausse;0;69,1
19/12/2016;23:30 - 00:00;Réserve complémentaire;A la baisse;0;51,7
20/12/2016;00:00 - 00:30;Réserve primaire;A la hausse;61;62,4
20/12/2016;00:00 - 00:30;Réserve primaire;A la baisse;24;62,4
20/12/2016;00:00 - 00:30;Réserve secondaire;A la hausse;132;62,4
20/12/2016;00:00 - 00:30;Réserve secondaire;A la baisse;69;62,4
20/12/2016;00:00 - 00:30;Réserve rapide;A la hausse;0;30
20/12/2016;00:00 - 00:30;Réserve rapide;A la baisse;128;51,1
20/12/2016;00:00 - 00:30;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;00:00 - 00:30;Réserve complémentaire;A la baisse;0;51,7
20/12/2016;00:30 - 01:00;Réserve primaire;A la hausse;0;62,4
20/12/2016;00:30 - 01:00;Réserve primaire;A la baisse;99;62,4
20/12/2016;00:30 - 01:00;Réserve secondaire;A la hausse;0;62,4
20/12/2016;00:30 - 01:00;Réserve secondaire;A la baisse;326;62,4
20/12/2016;00:30 - 01:00;Réserve rapide;A la hausse;65;73,7
20/12/2016;00:30 - 01:00;Réserve rapide;A la baisse;203;48,2
20/12/2016;00:30 - 01:00;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;00:30 - 01:00;Réserve complémentaire;A la baisse;0;32,8
20/12/2016;01:00 - 01:30;Réserve primaire;A la hausse;55;54,2
20/12/2016;01:00 - 01:30;Réserve primaire;A la baisse;14;54,2
20/12/2016;01:00 - 01:30;Réserve secondaire;A la hausse;116;54,2
20/12/2016;01:00 - 01:30;Réserve secondaire;A la baisse;27;54,2
20/12/2016;01:00 - 01:30;Réserve rapide;A la hausse;0;30
20/12/2016;01:00 - 01:30;Réserve rapide;A la baisse;492;44,3
20/12/2016;01:00 - 01:30;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;01:00 - 01:30;Réserve complémentaire;A la baisse;0;32,7
20/12/2016;01:30 - 02:00;Réserve primaire;A la hausse;15;54,2
20/12/2016;01:30 - 02:00;Réserve primaire;A la baisse;44;54,2
20/12/2016;01:30 - 02:00;Réserve secondaire;A la hausse;167;54,2
20/12/2016;01:30 - 02:00;Réserve secondaire;A la baisse;0;54,2
20/12/2016;01:30 - 02:00;Réserve rapide;A la hausse;0;30
20/12/2016;01:30 - 02:00;Réserve rapide;A la baisse;529;43,1
20/12/2016;01:30 - 02:00;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;01:30 - 02:00;Réserve complémentaire;A la baisse;0;32,7
20/12/2016;02:00 - 02:30;Réserve primaire;A la hausse;46;51,6
20/12/2016;02:00 - 02:30;Réserve primaire;A la baisse;19;51,6
20/12/2016;02:00 - 02:30;Réserve secondaire;A la hausse;214;51,6
20/12/2016;02:00 - 02:30;Réserve secondaire;A la baisse;0;51,6
20/12/2016;02:00 - 02:30;Réserve rapide;A la hausse;0;30
20/12/2016;02:00 - 02:30;Réserve rapide;A la baisse;0;61
20/12/2016;02:00 - 02:30;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;02:00 - 02:30;Réserve complémentaire;A la baisse;491;36,7
20/12/2016;02:30 - 03:00;Réserve primaire;A la hausse;7;51,6
20/12/2016;02:30 - 03:00;Réserve primaire;A la baisse;44;51,6
20/12/2016;02:30 - 03:00;Réserve secondaire;A la hausse;77;51,6
20/12/2016;02:30 - 03:00;Réserve secondaire;A la baisse;26;51,6
20/12/2016;02:30 - 03:00;Réserve rapide;A la hausse;0;30
20/12/2016;02:30 - 03:00;Réserve rapide;A la baisse;445;41,4
20/12/2016;02:30 - 03:00;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;02:30 - 03:00;Réserve complémentaire;A la baisse;0;32,7
20/12/2016;03:00 - 03:30;Réserve primaire;A la hausse;27;50
20/12/2016;03:00 - 03:30;Réserve primaire;A la baisse;56;50
20/12/2016;03:00 - 03:30;Réserve secondaire;A la hausse;253;50
20/12/2016;03:00 - 03:30;Réserve secondaire;A la baisse;1;50
20/12/2016;03:00 - 03:30;Réserve rapide;A la hausse;4;73,4
20/12/2016;03:00 - 03:30;Réserve rapide;A la baisse;0;45,2
20/12/2016;03:00 - 03:30;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;03:00 - 03:30;Réserve complémentaire;A la baisse;481;32,7
20/12/2016;03:30 - 04:00;Réserve primaire;A la hausse;5;50
20/12/2016;03:30 - 04:00;Réserve primaire;A la baisse;59;50
20/12/2016;03:30 - 04:00;Réserve secondaire;A la hausse;10;50
20/12/2016;03:30 - 04:00;Réserve secondaire;A la baisse;104;50
20/12/2016;03:30 - 04:00;Réserve rapide;A la hausse;0;30
20/12/2016;03:30 - 04:00;Réserve rapide;A la baisse;0;44,4
20/12/2016;03:30 - 04:00;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;03:30 - 04:00;Réserve complémentaire;A la baisse;423;32,7
20/12/2016;04:00 - 04:30;Réserve primaire;A la hausse;6;48,6
20/12/2016;04:00 - 04:30;Réserve primaire;A la baisse;46;48,6
20/12/2016;04:00 - 04:30;Réserve secondaire;A la hausse;0;48,6
20/12/2016;04:00 - 04:30;Réserve secondaire;A la baisse;57;48,6
20/12/2016;04:00 - 04:30;Réserve rapide;A la hausse;0;30
20/12/2016;04:00 - 04:30;Réserve rapide;A la baisse;0;36,8
20/12/2016;04:00 - 04:30;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;04:00 - 04:30;Réserve complémentaire;A la baisse;305;41,5
20/12/2016;04:30 - 05:00;Réserve primaire;A la hausse;18;48,6
20/12/2016;04:30 - 05:00;Réserve primaire;A la baisse;24;48,6
20/12/2016;04:30 - 05:00;Réserve secondaire;A la hausse;0;48,6
20/12/2016;04:30 - 05:00;Réserve secondaire;A la baisse;29;48,6
20/12/2016;04:30 - 05:00;Réserve rapide;A la hausse;0;30
20/12/2016;04:30 - 05:00;Réserve rapide;A la baisse;0;36,8
20/12/2016;04:30 - 05:00;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;04:30 - 05:00;Réserve complémentaire;A la baisse;273;45,6
20/12/2016;05:00 - 05:30;Réserve primaire;A la hausse;25;51,3
20/12/2016;05:00 - 05:30;Réserve primaire;A la baisse;18;51,3
20/12/2016;05:00 - 05:30;Réserve secondaire;A la hausse;9;51,3
20/12/2016;05:00 - 05:30;Réserve secondaire;A la baisse;27;51,3
20/12/2016;05:00 - 05:30;Réserve rapide;A la hausse;0;30
20/12/2016;05:00 - 05:30;Réserve rapide;A la baisse;0;45,8
20/12/2016;05:00 - 05:30;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;05:00 - 05:30;Réserve complémentaire;A la baisse;166;32,7
20/12/2016;05:30 - 06:00;Réserve primaire;A la hausse;65;51,3
20/12/2016;05:30 - 06:00;Réserve primaire;A la baisse;7;51,3
20/12/2016;05:30 - 06:00;Réserve secondaire;A la hausse;140;51,3
20/12/2016;05:30 - 06:00;Réserve secondaire;A la baisse;0;51,3
20/12/2016;05:30 - 06:00;Réserve rapide;A la hausse;0;30
20/12/2016;05:30 - 06:00;Réserve rapide;A la baisse;502;46,5
20/12/2016;05:30 - 06:00;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;05:30 - 06:00;Réserve complémentaire;A la baisse;0;32,7
20/12/2016;06:00 - 06:30;Réserve primaire;A la hausse;77;59,6
20/12/2016;06:00 - 06:30;Réserve primaire;A la baisse;38;59,6
20/12/2016;06:00 - 06:30;Réserve secondaire;A la hausse;77;59,6
20/12/2016;06:00 - 06:30;Réserve secondaire;A la baisse;27;59,6
20/12/2016;06:00 - 06:30;Réserve rapide;A la hausse;0;48,9
20/12/2016;06:00 - 06:30;Réserve rapide;A la baisse;509;48,1
20/12/2016;06:00 - 06:30;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;06:00 - 06:30;Réserve complémentaire;A la baisse;103;47,4
20/12/2016;06:30 - 07:00;Réserve primaire;A la hausse;30;59,6
20/12/2016;06:30 - 07:00;Réserve primaire;A la baisse;18;59,6
20/12/2016;06:30 - 07:00;Réserve secondaire;A la hausse;246;59,6
20/12/2016;06:30 - 07:00;Réserve secondaire;A la baisse;0;59,6
20/12/2016;06:30 - 07:00;Réserve rapide;A la hausse;0;48,9
20/12/2016;06:30 - 07:00;Réserve rapide;A la baisse;397;49,4
20/12/2016;06:30 - 07:00;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;06:30 - 07:00;Réserve complémentaire;A la baisse;68;39,4
20/12/2016;07:00 - 07:30;Réserve primaire;A la hausse;15;70
20/12/2016;07:00 - 07:30;Réserve primaire;A la baisse;74;70
20/12/2016;07:00 - 07:30;Réserve secondaire;A la hausse;48;70
20/12/2016;07:00 - 07:30;Réserve secondaire;A la baisse;100;70
20/12/2016;07:00 - 07:30;Réserve rapide;A la hausse;0;48,9
20/12/2016;07:00 - 07:30;Réserve rapide;A la baisse;61;45
20/12/2016;07:00 - 07:30;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;07:00 - 07:30;Réserve complémentaire;A la baisse;0;32,7
20/12/2016;07:30 - 08:00;Réserve primaire;A la hausse;30;70
20/12/2016;07:30 - 08:00;Réserve primaire;A la baisse;19;70
20/12/2016;07:30 - 08:00;Réserve secondaire;A la hausse;75;70
20/12/2016;07:30 - 08:00;Réserve secondaire;A la baisse;29;70
20/12/2016;07:30 - 08:00;Réserve rapide;A la hausse;0;48,9
20/12/2016;07:30 - 08:00;Réserve rapide;A la baisse;0;70
20/12/2016;07:30 - 08:00;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;07:30 - 08:00;Réserve complémentaire;A la baisse;0;70
20/12/2016;08:00 - 08:30;Réserve primaire;A la hausse;22;77,5
20/12/2016;08:00 - 08:30;Réserve primaire;A la baisse;40;77,5
20/12/2016;08:00 - 08:30;Réserve secondaire;A la hausse;99;77,5
20/12/2016;08:00 - 08:30;Réserve secondaire;A la baisse;0;77,5
20/12/2016;08:00 - 08:30;Réserve rapide;A la hausse;0;48,9
20/12/2016;08:00 - 08:30;Réserve rapide;A la baisse;366;64,6
20/12/2016;08:00 - 08:30;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;08:00 - 08:30;Réserve complémentaire;A la baisse;0;62
20/12/2016;08:30 - 09:00;Réserve primaire;A la hausse;12;77,5
20/12/2016;08:30 - 09:00;Réserve primaire;A la baisse;16;77,5
20/12/2016;08:30 - 09:00;Réserve secondaire;A la hausse;46;77,5
20/12/2016;08:30 - 09:00;Réserve secondaire;A la baisse;0;77,5
20/12/2016;08:30 - 09:00;Réserve rapide;A la hausse;0;48,9
20/12/2016;08:30 - 09:00;Réserve rapide;A la baisse;257;65,5
20/12/2016;08:30 - 09:00;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;08:30 - 09:00;Réserve complémentaire;A la baisse;0;64,3
20/12/2016;09:00 - 09:30;Réserve primaire;A la hausse;14;75
20/12/2016;09:00 - 09:30;Réserve primaire;A la baisse;25;75
20/12/2016;09:00 - 09:30;Réserve secondaire;A la hausse;128;75
20/12/2016;09:00 - 09:30;Réserve secondaire;A la baisse;0;75
20/12/2016;09:00 - 09:30;Réserve rapide;A la hausse;0;48,9
20/12/2016;09:00 - 09:30;Réserve rapide;A la baisse;145;65,9
20/12/2016;09:00 - 09:30;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;09:00 - 09:30;Réserve complémentaire;A la baisse;0;64,3
20/12/2016;09:30 - 10:00;Réserve primaire;A la hausse;4;75
20/12/2016;09:30 - 10:00;Réserve primaire;A la baisse;29;75
20/12/2016;09:30 - 10:00;Réserve secondaire;A la hausse;299;75
20/12/2016;09:30 - 10:00;Réserve secondaire;A la baisse;0;75
20/12/2016;09:30 - 10:00;Réserve rapide;A la hausse;0;48,9
20/12/2016;09:30 - 10:00;Réserve rapide;A la baisse;123;66,8
20/12/2016;09:30 - 10:00;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;09:30 - 10:00;Réserve complémentaire;A la baisse;0;66
20/12/2016;10:00 - 10:30;Réserve primaire;A la hausse;4;71,4
20/12/2016;10:00 - 10:30;Réserve primaire;A la baisse;49;71,4
20/12/2016;10:00 - 10:30;Réserve secondaire;A la hausse;357;71,4
20/12/2016;10:00 - 10:30;Réserve secondaire;A la baisse;0;71,4
20/12/2016;10:00 - 10:30;Réserve rapide;A la hausse;0;48,9
20/12/2016;10:00 - 10:30;Réserve rapide;A la baisse;8;66
20/12/2016;10:00 - 10:30;Réserve complémentaire;A la hausse;0;69,1
20/12/2016;10:00 - 10:30;Réserve complémentaire;A la baisse;0;66
20/12/2016;10:30 - 11:00;Réserve primaire;A la hausse;18;71,4
20/12/2016;10:30 - 11:00;Réserve primaire;A la baisse;17;71,4
20/12/2016;10:30 - 11:00;Réserve secondaire;A la hausse;253;71,4
20/12/2016;10:30 - 11:00;Réserve secondaire;A la baisse;0;71,4
20/12/2016;10:30 - 11:00;Réserve rapide;A la hausse;0;48,9
20/12/2016;10:30 - 11:00;Réserve rapide;A la baisse;0;70,7
